male,preschool,expectBachelors,motherHS,motherBachelors,motherWork,fatherHS,fatherBachelors,fatherWork,selfBornUS,motherBornUS,fatherBornUS,englishAtHome,computerForSchoolwork,read30MinsADay,minutesPerWeekEnglish,studentsInEnglish,schoolHasLibrary,publicSchool,urban,schoolSize,readingScore,cat_raceeth_Asian,cat_raceeth_Black,cat_raceeth_Hispanic,cat_raceeth_More than one race,cat_raceeth_Native Hawaiian/Other Pacific Islander,cat_raceeth_White,readingScorePercentile
1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,270,20,1.0,0,1,570,448.1,0,0,1,0,0,0,0.27742470295661786
0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,240,23,1.0,1,0,2748,530.4,0,0,0,0,0,1,0.6101132909643548
0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,273,20,1.0,1,0,996,385.5,0,0,0,0,0,1,0.1038961038961039
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,300,23,1.0,1,1,1378,569.01,0,0,0,0,0,1,0.7542138712351478
1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,240,15,0.0,1,0,247,558.09,0,0,0,0,0,1,0.7135949157225753
0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,200,21,1.0,1,1,2203,673.47,1,0,0,0,0,0,0.9723680574744404
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,210,15,1.0,1,0,2098,533.74,0,0,0,0,0,1,0.6225476651008566
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250,25,1.0,1,0,505,435.15,0,0,1,0,0,0,0.22796352583586627
1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,55,22,1.0,1,1,1392,443.86,0,1,0,0,0,0,0.2613981762917933
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,300,35,1.0,1,1,3138,471.22,0,0,0,0,0,1,0.36487980105001383
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,350,30,1.0,1,1,2080,540.25,0,0,0,0,0,1,0.6476927327991158
1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225,14,1.0,0,0,331,610.2,0,0,0,0,0,1,0.8757944183476098
1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200,22,1.0,1,0,1327,513.68,0,0,0,1,0,0,0.5385465598231556
1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,600,30,1.0,1,1,2886,481.21,1,0,0,0,0,0,0.40508427742470293
0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,450,26,1.0,1,1,1062,479.64,0,0,0,0,0,1,0.3981762917933131
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,24,1.0,1,0,865,467.99,0,0,0,0,0,1,0.35672837800497376
1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,250,24,1.0,1,0,899,359.76,0,0,0,0,0,1,0.061342912406742195
0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,250,30,1.0,1,0,316,547.01,0,0,0,1,0,0,0.6747720364741642
1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,270,38,1.0,1,0,196,563.87,0,0,0,0,0,1,0.736391268306162
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,450,30,1.0,1,0,1750,626.92,0,0,0,0,0,1,0.9122685824813485
0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,20,1.0,1,1,2532,647.42,0,1,0,0,0,0,0.9425255595468361
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,90,24,1.0,1,0,1079,403.3,0,1,0,0,0,0,0.14520585797181543
1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,23,1.0,1,0,361,366.57,0,0,0,0,0,1,0.07101409229068803
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,45,15,1.0,1,1,1196,416.68,0,1,0,0,0,0,0.17794970986460348
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,220,17,1.0,1,0,854,447.86,0,0,0,0,0,1,0.27687206410610665
0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,285,22,1.0,1,1,1619,618.66,0,1,0,0,0,0,0.8930643824260845
1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,28,1.0,1,0,1900,501.26,0,0,1,0,0,0,0.4857695495993368
1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,25,1.0,1,1,2255,407.86,0,0,0,0,0,1,0.1534954407294833
1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,275,14,1.0,1,0,400,464.46,0,0,1,0,0,0,0.341530809615916
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,850,24,1.0,1,0,820,411.72,0,1,0,0,0,0,0.1641337386018237
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,225,23,1.0,1,0,632,594.83,0,0,0,0,0,1,0.8348991434097817
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,180,25,1.0,1,0,1489,457.97,0,0,1,0,0,0,0.31472782536612326
1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,273,15,1.0,1,0,1380,396.0,0,1,0,0,0,0,0.122271345675601
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,325,20,1.0,1,0,2183,626.16,0,0,0,0,0,1,0.9103343465045592
0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,30,1.0,1,0,2041,480.75,0,0,0,0,0,1,0.4031500414479138
0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,385,13,1.0,1,0,400,436.35,0,0,1,0,0,0,0.2323846366399558
0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,240,26,1.0,0,1,575,707.47,0,0,0,0,0,1,0.9933683337938657
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,29,1.0,1,0,1897,513.72,0,0,0,0,0,1,0.5390991986736667
0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,270,24,1.0,1,0,1471,444.13,0,0,0,0,0,1,0.2622271345675601
0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,236,20,1.0,0,1,356,438.41,0,0,0,0,0,1,0.23956894169660128
1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,440,15,1.0,1,0,887,490.83,0,0,0,0,0,0,0.44294003868471954
1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250,12,1.0,0,1,915,599.38,0,0,0,0,0,1,0.8455374412821222
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,30,0.0,1,0,1375,561.94,0,0,0,0,0,0,0.7307267200884222
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260,26,0.0,1,1,1937,280.96,0,0,0,0,0,0,0.0066316662061342915
1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270,15,1.0,1,0,389,599.14,0,0,0,0,0,1,0.8452611218568665
1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,285,39,1.0,1,1,1937,280.8,0,0,1,0,0,0,0.006217187068250898
0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200,22,0.0,1,0,887,638.52,0,0,0,0,0,1,0.9292622271345675
1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200,17,1.0,1,0,846,446.26,0,0,0,0,0,1,0.27300359215252834
0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,270,25,1.0,1,0,1680,609.76,1,0,0,0,0,0,0.8733075435203095
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250,25,1.0,1,1,2162,551.36,0,0,0,1,0,0,0.6914893617021277
1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,225,25,1.0,0,0,1064,400.65,0,0,0,0,0,1,0.13829787234042554
1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,300,20,0.0,1,1,6694,383.01,0,0,1,0,0,0,0.10140922906880354
1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,500,25,1.0,1,0,979,438.16,0,0,0,0,0,1,0.2383255042829511
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225,15,1.0,0,1,1212,573.01,0,0,0,0,0,1,0.7665100856590218
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,270,20,1.0,1,1,2999,593.21,0,0,0,0,0,1,0.828543796628903
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,240,23,1.0,0,1,575,623.27,0,0,0,0,0,1,0.9032882011605415
1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,45,25,1.0,1,0,1610,561.22,0,0,0,0,0,1,0.7269964078474717
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,180,34,1.0,1,1,2886,545.11,0,0,0,0,0,1,0.6674495717048908
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,420,30,0.0,1,1,626,508.24,0,0,1,0,0,0,0.5151975683890577
0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250,20,1.0,1,0,1250,530.88,0,0,0,0,0,1,0.6119093672285162
0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,600,30,1.0,1,0,930,518.72,0,0,0,0,0,0,0.5623100303951368
1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,225,15,1.0,0,1,915,608.76,0,0,0,0,0,1,0.8706825089803814
0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,150,23,1.0,1,1,2144,339.43,0,0,1,0,0,0,0.03896103896103896
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225,29,0.0,0,1,366,613.81,0,0,0,0,0,1,0.8850511190936723
1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,273,10,1.0,1,0,300,343.81,0,0,0,0,0,0,0.04365846919038408
1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,450,20,1.0,1,0,1173,411.23,0,1,0,0,0,0,0.16302846090080134
0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,265,40,1.0,1,1,2085,502.28,0,0,0,1,0,0,0.49157225752970435
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,360,28,1.0,1,1,2886,551.53,0,0,1,0,0,0,0.6924564796905223
0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270,17,1.0,1,0,996,568.61,0,0,0,0,0,1,0.7529704338214976
0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225,40,1.0,1,0,149,541.76,0,0,0,0,0,1,0.6540480795799944
1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,290,20,1.0,1,0,2710,542.94,0,0,0,0,0,1,0.660541586073501
1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2400,22,1.0,1,1,1720,542.94,0,0,0,1,0,0,0.660541586073501
0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225,27,1.0,1,0,1327,437.06,0,0,0,0,0,1,0.23487151146725616
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250,30,1.0,1,1,2080,552.08,0,0,0,0,0,1,0.694667035092567
1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,375,65,1.0,1,1,1378,324.33,0,0,0,0,0,1,0.025974025974025976
1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,26,0.0,1,1,539,405.46,0,1,0,0,0,0,0.15059408676429953
1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,255,35,1.0,1,1,2966,480.73,0,0,0,0,0,1,0.4025974025974026
0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250,30,1.0,1,0,1087,603.88,0,0,0,0,0,1,0.8571428571428571
0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,273,23,1.0,1,0,1411,441.67,0,0,1,0,0,0,0.25352307267200885
1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,400,20,1.0,1,0,1079,547.03,0,0,0,0,0,1,0.6750483558994197
1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,240,25,1.0,1,0,808,576.13,0,0,0,0,0,1,0.7790826195081514
1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,240,20,1.0,1,0,1411,467.59,0,1,0,0,0,0,0.3550704614534402
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,250,12,1.0,0,1,915,609.76,0,0,1,0,0,0,0.8733075435203095
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,240,25,1.0,0,1,575,693.42,0,0,0,0,0,1,0.9867366675877314
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,450,20,1.0,1,0,865,529.23,0,0,1,0,0,0,0.6059684995855209
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,360,29,1.0,1,1,2942,452.71,0,0,1,0,0,0,0.2933130699088146
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,240,23,1.0,1,0,509,591.01,0,0,0,0,0,1,0.8226029289859077
0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,360,30,1.0,1,1,2886,409.02,0,0,1,0,0,0,0.158469190384084
0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,261,27,1.0,1,1,1734,582.91,0,0,1,0,0,0,0.8016026526664825
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250,25,1.0,1,0,1733,605.55,0,0,0,0,0,1,0.8607350096711799
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,275,26,1.0,1,0,505,580.37,0,0,0,0,0,1,0.7915169936446532
1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,270,32,1.0,1,1,1411,338.92,0,1,0,0,0,0,0.03757944183476098
0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,165,13,1.0,1,0,261,558.76,0,1,0,0,0,0,0.7167725891130147
1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275,25,1.0,1,0,2340,570.04,0,0,0,0,0,1,0.7579441834760984
1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225,20,1.0,1,1,2640,564.35,0,0,0,0,0,1,0.7372202265819288
1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,225,20,0.0,1,1,991,486.59,0,0,0,0,0,1,0.4259463940315004
0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,350,20,1.0,1,0,300,369.93,0,0,0,0,0,0,0.07792207792207792
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,120,35,0.0,1,1,626,399.01,0,0,1,0,0,0,0.13194252555954683
1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,273,20,1.0,1,0,362,360.56,0,0,0,0,0,1,0.06272450953302017
0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,260,27,1.0,1,1,1619,533.82,0,1,0,0,0,0,0.6232384636639956
0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,240,25,1.0,1,0,1087,484.25,0,0,0,0,0,1,0.4150317767339044
0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,350,28,1.0,1,0,899,542.32,0,0,0,0,0,1,0.6572257529704338
0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,450,22,1.0,1,0,820,541.29,0,1,0,0,0,0,0.6521138436032053
0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,55,20,1.0,1,0,754,277.7,0,1,0,0,0,0,0.005250069079856314
0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,270,28,1.0,1,0,1680,533.02,0,0,0,0,0,1,0.6192318319977894
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,260,34,1.0,1,1,1763,375.97,0,0,1,0,0,0,0.08731693838076816
0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270,23,1.0,1,0,389,364.45,0,0,0,0,0,1,0.0668693009118541
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,400,30,1.0,1,0,712,638.66,0,0,0,0,0,1,0.9298148659850788
0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,360,36,1.0,1,1,2942,552.72,0,0,1,0,0,0,0.6960486322188449
1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,275,20,1.0,1,0,926,465.1,0,0,1,0,0,0,0.34484664271898313
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,72,23,0.0,1,0,2183,441.35,0,1,0,0,0,0,0.2528322741088699
0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,260,25,1.0,1,1,1937,314.72,0,0,1,0,0,0,0.01961867919314728
0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,255,35,1.0,1,1,1734,590.46,0,0,1,0,0,0,0.8209450124343741
0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,30,1.0,1,0,979,486.15,0,0,0,0,0,1,0.42387399834208345
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,270,20,1.0,1,0,1489,597.53,0,0,1,0,0,0,0.8419452887537994
0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,260,26,1.0,1,1,914,399.72,0,1,0,0,0,0,0.13539651837524178
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,180,20,1.0,1,0,996,507.67,0,0,0,0,0,1,0.5134014921248964
1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,300,30,0.0,1,1,1937,393.11,0,0,1,0,0,0,0.1163304780326057
0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,275,30,1.0,1,1,2162,595.78,0,0,0,0,0,1,0.8375241779497099
1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,225,25,1.0,1,0,1327,364.65,0,0,0,0,0,1,0.0674219397623653
0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,25,1.0,1,1,1988,524.29,0,0,0,0,0,1,0.5855208621166068
1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,250,25,1.0,1,0,1327,427.26,0,0,0,0,0,1,0.20875932578060238
1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,450,26,1.0,1,1,2162,587.92,0,1,0,0,0,0,0.81555678364189
0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,200,18,1.0,1,1,2203,668.71,0,0,0,0,0,1,0.9673943078198397
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,300,32,1.0,1,0,2340,539.46,1,0,0,0,0,0,0.6449295385465599
1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,275,33,1.0,1,0,1347,414.76,0,0,1,0,0,0,0.17187068250898038
0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,180,25,1.0,1,1,1378,530.88,0,0,0,0,0,1,0.6119093672285162
0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,273,16,1.0,1,0,1380,453.66,0,0,0,0,0,1,0.29676706272450953
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,32,1.0,1,0,2340,462.7,0,0,0,0,0,1,0.33407018513401493
0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,90,23,1.0,1,0,1411,452.71,0,0,1,0,0,0,0.2933130699088146
0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,360,25,1.0,1,0,2361,506.81,0,0,0,0,0,1,0.5084277424702957
1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,550,30,1.0,1,0,979,396.24,0,0,0,0,0,1,0.12268582481348439
1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225,15,1.0,1,0,854,339.0,0,0,0,0,0,1,0.037993920972644375
1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,20,1.0,1,0,1900,480.97,0,0,1,0,0,0,0.4038408400110528
1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,225,30,1.0,1,0,276,463.18,0,0,0,0,0,1,0.3365570599613153
1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270,20,1.0,1,0,1680,571.56,0,0,0,0,0,1,0.7615363360044212
0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,255,25,1.0,0,1,570,540.49,1,0,0,0,0,0,0.6492124896380216
0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,330,30,1.0,1,0,2340,482.74,0,0,0,0,0,1,0.41005802707930367
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,26,1.0,1,1,1937,522.58,0,0,1,0,0,0,0.5769549599336833
1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,225,20,1.0,1,1,1196,467.26,0,0,1,0,0,0,0.35382702403979
1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225,28,1.0,1,0,1897,613.01,0,0,0,0,0,1,0.883255042829511
